x	y	x	y	x	y	z
0.1628234190	0.0249994191	0.7781650891	0.5510997536	0.4023231118	0.9900050156	0.6449218104
0.7926271260	0.2043455836	0.0985962310	0.3719593195	0.5495329012	0.2923259658	0.6978237305
0.0663282772	0.6594903317	0.9893451626	0.4496590344	0.1166068230	0.1853143833	0.8048745671
0.1522392438	0.6554871618	0.1060312206	0.4309422883	0.8081144915	0.5670510538	0.6457067832
0.9823134021	0.3473053676	0.7263917287	0.4626135390	0.5370197417	0.8736437002	0.7655911616
0.0600138660	0.3605864401	0.0545344632	0.6182617068	0.4993344484	0.8132512181	0.7118117840
0.6589781234	0.0184815133	0.4495006743	0.7301515798	0.9021866203	0.6073215323	0.7589112323
0.3263869583	0.0816975130	0.4534875396	0.2105849561	0.9039322105	0.0591278132	0.9124522231
0.5447670740	0.4386825078	0.2530397566	0.5639679820	0.1815033522	0.0125605461	0.3694211259
0.1858167550	0.8284584868	0.8386488737	0.1607656241	0.0379944546	0.8016823960	1.2065377605
0.2133020429	0.1326496730	0.2504979599	0.0047616175	0.1922749259	0.5801334193	0.4661816874
0.3051430584	0.7179917885	0.4801341288	0.9029170408	0.4461912509	0.5121327942	0.5945904067
0.4034941780	0.2639527686	0.3888145608	0.2533420009	0.7020886183	0.7886883885	0.2128946679
0.4493857944	0.6625760023	0.4091418156	0.9508244771	0.8466357087	0.7868829829	0.5851842093
0.8388701036	0.1970660007	0.4824307378	0.4530089609	0.2031910026	0.8604278837	0.9190965484
