x	y	x	y	x	y	z
0.4817127163	0.7606291438	0.4296042238	0.2247979299	0.6200121173	0.0408562515	0.6746565855
0.5399430184	0.5487046663	0.5822362956	0.8949178041	0.6542348492	0.0476364179	0.6825013913
0.9210530665	0.4971724842	0.7992361931	0.8205571547	0.5592266188	0.1372830012	0.5984695046
0.3493698334	0.2988086875	0.4547920739	0.9029246193	0.8514854985	0.2644849132	0.7402357023
0.4785031475	0.8627621306	0.1091975973	0.2521091365	0.4971301641	0.7565552920	0.4851598408
0.7880941426	0.8989116515	0.7451478558	0.5814236778	0.5691185632	0.2164326831	0.4043185091
0.6288507533	0.6272133870	0.9472503593	0.0659291628	0.0900182809	0.5078947728	0.9753719777
0.9605320968	0.9650706252	0.9871609971	0.7066927438	0.6667950467	0.1124675989	0.6212583671
0.1848385825	0.8701478051	0.3506957305	0.2568020618	0.6949709077	0.0070447491	0.9755547915
0.9397295182	0.3275540652	0.7630272225	0.4731939240	0.3280578414	0.3033757323	0.6777693803
0.8938756842	0.1042594863	0.7491487821	0.2425104140	0.3597385480	0.8336454488	1.0510775074
0.2429593787	0.1215769726	0.6488318346	0.5911280477	0.8825119432	0.2383408025	0.6580424560
0.1513100739	0.1916778766	0.6034838954	0.7268010669	0.3734294518	0.2946081238	0.1518205719
0.0069251046	0.2916003145	0.2693779599	0.2505288190	0.7788362690	0.9960204522	0.3585585513
0.2887739031	0.4120173393	0.6834691308	0.7906529629	0.2600089476	0.2079147107	0.1714384087
